Id,Age,Gender,Wt,Height,Race,Exposure to fake news [hours/day],Rxn lvl,Notes,Trust level [%],Soc.Med,Status
16636,39,Non-Binary,94,176,Asian,5.4,9,Some skepticism,40,Twitter,Active
16637,56,Female,76,174,Hispanic,11.9,6,Unknown,16,Twitter,Suspended
16638,19,Male,63,199,Hispanic,1.9,11,Very Confused,61,Instagram,Pending Review
16639,35,Male,120,173,Other,11.2,6,Participates in spreading,57,TikTok,Suspended
16640,30,Female,111,185,White,13.7,11,Fully converted,-8,Twitter,Pending Review
16641,28,Female,108,172,Mixed,12.7,10,Indifferent,8,Snapchat,Suspended
16642,70,Female,116,167,Hispanic,14.9,10,Believes everything,92,Unknown,Inactive
16643,24,Male,109,173,Mixed,2.1,2,Indifferent,4,Facebook,Active
16644,60,Non-Binary,56,161,Hispanic,6.7,0,Values nothing,-1,Twitter,Pending Review
16645,40,Non-Binary,98,150,White,4.9,11,Very Confused,54,Facebook,Pending Review
16646,38,Male,54,161,Hispanic,14.2,0,Very Confused,75,WhatsApp,Suspended
16647,22,Female,114,192,White,5.6,1,Believes everything,6,Snapchat,Pending Review
16648,37,Male,71,192,White,2,5,Very Confused,28,Unknown,Warning Issued
16649,57,Male,64,195,Asian,6.6,11,More fake news than reality,77,Snapchat,Pending Review
16650,41,Female,67,182,Asian,8.7,9,Needs Verification,112,Snapchat,Inactive
16651,23,Non-Binary,103,150,Asian,13.3,7,Unknown,46,Instagram,Needs Verification
16652,42,Female,64,187,Mixed,9.4,8,Some skepticism,81,TikTok,Warning Issued
16653,40,Non-Binary,106,184,Other,9.3,7,Unknown,33,Facebook,Needs Verification
16654,61,Female,76,178,Asian,12.6,6,Participates in spreading,24,WhatsApp,Suspended
16655,46,Non-Binary,55,159,Black,3.3,2,Very Confused,78,Twitter,Inactive
16656,22,Female,53,193,Black,11,11,Participates in spreading,42,Snapchat,Warning Issued
16657,63,Non-Binary,94,184,Black,13.2,3,Fully converted,31,Twitter,Pending Review
16658,35,Non-Binary,63,174,Mixed,1.2,2,More fake news than reality,34,TikTok,Active
16659,53,Female,81,164,Black,7.8,3,Indifferent,86,WhatsApp,Warning Issued
16660,27,Non-Binary,73,188,Mixed,3.7,2,Some skepticism,20,Facebook,Warning Issued
16661,22,Male,74,171,Mixed,14.8,0,Very Confused,41,Instagram,Suspended
16662,54,Female,103,166,Black,1.6,0,Does not engage,11,Snapchat,Warning Issued
16663,35,Female,113,162,White,0.7,4,Needs Verification,-5,Facebook,Needs Verification
16664,37,Male,120,199,White,1.1,1,Participates in spreading,16,Snapchat,Suspended
16665,59,Male,114,153,Black,2.1,1,Some skepticism,54,Unknown,Pending Review
16666,50,Non-Binary,101,164,Mixed,13.8,7,Completely unaware,19,Unknown,Inactive
16667,35,Female,56,170,Mixed,9.1,5,Indifferent,40,WeChat,Error
16668,41,Female,50,179,Black,8.7,2,Some skepticism,91,Instagram,Pending Review
16669,29,Female,51,200,Other,11.3,3,Does not engage,89,Instagram,Pending Review
16670,62,Male,96,165,Hispanic,1,0,Does not engage,0,Instagram,Pending Review
16671,32,Female,86,180,Other,11.1,4,Believes everything,87,Twitter,Warning Issued
16672,65,Male,77,163,Hispanic,7.7,9,Participates in spreading,58,Facebook,Suspended
16673,63,Non-Binary,71,193,Black,7.5,7,Indifferent,59,WhatsApp,Needs Verification
16674,26,Non-Binary,114,159,Other,2.2,5,Values nothing,25,Unknown,Suspended
16675,35,Non-Binary,108,153,Hispanic,8.3,2,Fully converted,116,Snapchat,Warning Issued
16676,55,Non-Binary,82,179,Asian,6.1,10,Unknown,100,Snapchat,Warning Issued
16677,47,Female,52,158,Hispanic,11.3,2,Indifferent,32,Twitter,Warning Issued
16678,22,Female,110,154,Hispanic,3.1,10,Very Confused,77,Facebook,Active
16679,22,Female,97,162,Asian,14.1,6,Participates in spreading,55,Snapchat,Error
16680,57,Male,109,154,Other,4,11,Participates in spreading,64,Instagram,Needs Verification
16681,24,Non-Binary,104,156,Mixed,6.5,11,Occasional check,61,Facebook,Error
16682,64,Male,84,154,Other,5.3,9,Unknown,37,TikTok,Pending Review
16683,36,Male,116,157,Black,2,2,Occasional check,77,Facebook,Warning Issued
16684,50,Non-Binary,75,186,White,5.4,9,Indifferent,51,WhatsApp,Error
16685,32,Male,93,178,Other,7.5,6,More fake news than reality,4,Snapchat,Warning Issued
16686,67,Female,73,184,Other,1.9,5,Participates in spreading,6,Twitter,Suspended
16687,57,Male,110,150,White,10.2,2,Some skepticism,24,Snapchat,Pending Review
16688,60,Male,52,193,Black,3.5,3,Some skepticism,108,Instagram,Needs Verification
16689,64,Non-Binary,72,193,Hispanic,10.8,0,Occasional check,43,WhatsApp,Needs Verification
16690,20,Non-Binary,60,199,Black,10.4,9,Some skepticism,63,WeChat,Inactive
16691,69,Non-Binary,114,151,Black,8.6,11,Fully converted,83,Twitter,Active
16692,47,Male,88,183,Other,12.7,9,Completely unaware,6,Twitter,Inactive
16693,21,Female,108,156,Hispanic,1,6,Occasional check,75,Unknown,Warning Issued
16694,30,Male,101,150,Asian,5.7,1,Believes everything,80,Instagram,Error
16695,20,Female,116,155,Hispanic,0.7,3,Indifferent,34,TikTok,Active
16696,37,Non-Binary,73,156,Mixed,4.9,10,Occasional check,8,TikTok,Warning Issued
16697,44,Non-Binary,83,199,Asian,4.7,9,Fully converted,80,Facebook,Suspended
16698,38,Female,101,181,Asian,11.1,5,Values nothing,54,Twitter,Suspended
16699,57,Female,96,165,Hispanic,10.3,2,Needs Verification,16,Unknown,Error
16700,34,Female,50,176,Mixed,6.6,2,Unknown,61,WeChat,Pending Review
16701,43,Male,77,161,Other,6,10,Occasional check,64,Snapchat,Suspended
16702,22,Non-Binary,103,179,Other,10.7,8,Indifferent,60,Twitter,Active
16703,37,Non-Binary,98,196,Black,3.8,9,More fake news than reality,100,TikTok,Warning Issued
16704,40,Non-Binary,69,170,Asian,9.6,8,Occasional check,74,WhatsApp,Suspended
16705,70,Female,52,169,Other,7.2,6,Needs Verification,38,TikTok,Warning Issued
16706,39,Non-Binary,112,195,Black,10.6,9,Participates in spreading,63,Twitter,Needs Verification
16707,25,Male,106,184,White,6.3,2,Very Confused,101,Unknown,Suspended
16708,70,Non-Binary,90,192,White,3.3,2,Values nothing,106,Unknown,Pending Review
16709,25,Non-Binary,111,177,Other,9.2,10,Very Confused,-6,Unknown,Suspended
16710,19,Male,92,195,Black,7.1,6,More fake news than reality,46,Unknown,Warning Issued
16711,52,Female,73,180,Asian,6.8,10,Some skepticism,44,WeChat,Active
16712,67,Non-Binary,99,159,Asian,5.2,10,Does not engage,37,Snapchat,Warning Issued
16713,35,Female,98,170,Black,12,10,Some skepticism,33,Twitter,Active
16714,24,Female,88,195,Black,7,0,Occasional check,7,WeChat,Inactive
16715,40,Female,98,163,Mixed,12.3,3,Does not engage,23,WeChat,Suspended
16716,67,Female,50,151,Asian,7.7,5,Unknown,55,Facebook,Pending Review
16717,33,Female,66,196,Asian,0.1,10,Occasional check,22,Unknown,Active
16718,67,Female,94,198,Asian,1.3,1,Participates in spreading,96,Twitter,Suspended
16719,68,Non-Binary,82,150,White,11,10,Believes everything,31,WhatsApp,Active
16720,64,Non-Binary,58,177,Hispanic,4.2,3,Occasional check,64,WeChat,Pending Review
16721,35,Male,87,165,Black,8.6,8,Unknown,30,Snapchat,Active
16722,67,Female,58,185,Asian,0.6,9,Values nothing,105,TikTok,Needs Verification
16723,61,Female,88,176,Asian,9.8,5,Some skepticism,21,TikTok,Suspended
16724,48,Female,88,189,Asian,1.2,2,Participates in spreading,3,WeChat,Pending Review
16725,57,Male,101,187,Mixed,7.4,10,Very Confused,75,Instagram,Pending Review
16726,63,Female,115,197,Other,13.5,4,More fake news than reality,3,TikTok,Suspended
16727,44,Male,103,175,White,13.6,6,Completely unaware,-4,TikTok,Error
16728,39,Male,57,188,Other,4,7,Needs Verification,19,Facebook,Warning Issued
16729,62,Non-Binary,113,190,Mixed,10.9,2,Needs Verification,102,WhatsApp,Active
16730,50,Non-Binary,54,164,Hispanic,9.2,3,Participates in spreading,-7,WeChat,Warning Issued
16731,60,Non-Binary,80,193,Black,7.3,1,Some skepticism,61,WhatsApp,Suspended
16732,66,Male,85,176,White,4.3,1,Occasional check,13,Snapchat,Inactive
16733,39,Female,53,195,Hispanic,3.1,7,Unknown,117,Unknown,Warning Issued
16734,27,Female,91,198,Black,9,7,Participates in spreading,19,Unknown,Warning Issued
16735,69,Non-Binary,72,163,White,5,11,Participates in spreading,48,WhatsApp,Suspended
16736,41,Non-Binary,57,165,White,1.9,4,Does not engage,80,Unknown,Active
16737,61,Female,112,155,Black,1.2,4,Indifferent,95,Unknown,Suspended
16738,66,Male,112,196,Other,1.7,5,Indifferent,13,Twitter,Pending Review
16739,56,Female,91,194,White,14.1,0,Believes everything,99,Instagram,Warning Issued
16740,59,Female,118,152,White,3,0,Fully converted,13,Instagram,Suspended
16741,39,Female,69,194,Mixed,3.1,9,Does not engage,34,Facebook,Pending Review
16742,28,Male,89,175,Mixed,4.4,4,Indifferent,86,Instagram,Inactive
16743,46,Male,52,150,Hispanic,6.1,11,Some skepticism,31,TikTok,Inactive
16744,46,Male,55,176,Hispanic,3.9,7,Occasional check,71,WeChat,Suspended
16745,42,Male,113,176,Mixed,3.9,4,Some skepticism,100,Instagram,Active
16746,35,Male,53,193,Asian,9.6,11,Unknown,-2,Unknown,Suspended
16747,60,Non-Binary,93,158,Mixed,2.1,11,Values nothing,0,TikTok,Inactive
16748,44,Non-Binary,106,171,Asian,3.8,11,Believes everything,72,Snapchat,Pending Review
16749,67,Female,83,184,Other,6.6,8,Completely unaware,100,Facebook,Suspended
16750,21,Non-Binary,74,179,Mixed,12.9,2,Occasional check,58,Snapchat,Needs Verification
16751,19,Female,67,157,White,7.9,7,Fully converted,28,Instagram,Active
16752,63,Female,77,193,Asian,14.8,9,Unknown,62,WhatsApp,Needs Verification
16753,33,Male,83,199,Other,14.6,3,Participates in spreading,4,Unknown,Inactive
16754,26,Female,68,171,Hispanic,8.8,0,Unknown,82,WeChat,Needs Verification
16755,63,Non-Binary,104,168,Hispanic,12.9,10,Indifferent,98,Unknown,Inactive
16756,69,Male,68,154,Mixed,1,2,Fully converted,84,TikTok,Warning Issued
16757,65,Non-Binary,59,161,Other,3.5,10,Values nothing,47,WeChat,Error
16758,19,Male,105,181,Asian,9.4,9,Needs Verification,59,Twitter,Pending Review
16759,37,Male,109,198,Asian,4.5,0,More fake news than reality,38,WhatsApp,Error
16760,48,Female,50,158,Other,9.7,1,More fake news than reality,18,Twitter,Error
16761,46,Female,83,183,Hispanic,11,11,Believes everything,62,TikTok,Error
16762,57,Non-Binary,100,173,Other,0,8,Fully converted,47,Snapchat,Suspended
16763,29,Non-Binary,109,199,Other,6.9,1,Completely unaware,2,WeChat,Active
16764,51,Male,68,192,Asian,12.7,0,Needs Verification,91,TikTok,Inactive
16765,64,Male,50,153,Mixed,10.6,5,Very Confused,17,Snapchat,Warning Issued
16766,26,Female,110,195,Mixed,6.9,7,Fully converted,81,WhatsApp,Suspended
16767,69,Non-Binary,102,178,White,6.4,9,Believes everything,118,Twitter,Needs Verification
16768,47,Male,52,189,Black,3.4,2,Unknown,96,Unknown,Pending Review
16769,66,Female,91,154,Asian,10.1,0,Believes everything,108,TikTok,Error
16770,19,Male,80,190,Asian,15,11,Unknown,41,Instagram,Suspended
16771,29,Male,56,173,Asian,14.4,5,Participates in spreading,15,Facebook,Suspended
16772,69,Female,56,151,Asian,14.1,10,More fake news than reality,84,Snapchat,Error
16773,58,Female,99,163,Mixed,13.4,3,Some skepticism,22,Twitter,Inactive
16774,66,Non-Binary,109,188,Hispanic,10.1,9,Unknown,68,Unknown,Warning Issued
16775,40,Male,50,160,Asian,2.2,0,Needs Verification,28,Twitter,Warning Issued
16776,66,Male,83,163,Other,13.6,10,Values nothing,30,Instagram,Pending Review
16777,54,Female,63,180,Hispanic,3.5,1,Completely unaware,34,Twitter,Suspended
16778,44,Non-Binary,91,196,Asian,10,1,More fake news than reality,93,WhatsApp,Active
16779,29,Male,109,199,White,4.5,11,Participates in spreading,38,Snapchat,Pending Review
16780,53,Non-Binary,55,173,Asian,9.2,3,Participates in spreading,81,WhatsApp,Needs Verification
16781,46,Non-Binary,109,196,White,5.2,4,Values nothing,108,Instagram,Suspended
16782,19,Female,63,188,Other,6.1,8,Does not engage,7,Snapchat,Inactive
16783,26,Male,98,176,Hispanic,2.6,6,More fake news than reality,101,Facebook,Inactive
16784,65,Female,94,187,Other,2.2,4,Occasional check,82,Unknown,Warning Issued
16785,64,Non-Binary,87,168,Hispanic,7.8,0,Occasional check,116,WeChat,Active
16786,30,Non-Binary,104,168,White,4,0,Fully converted,104,Unknown,Error
16787,26,Female,112,154,Hispanic,12.2,0,Indifferent,71,Instagram,Active
16788,44,Male,82,165,Other,9.8,1,Some skepticism,108,WeChat,Active
16789,45,Female,66,182,Other,13.8,2,Very Confused,53,Snapchat,Pending Review
16790,18,Non-Binary,116,170,Black,7.1,7,More fake news than reality,33,WeChat,Suspended
16791,32,Male,50,175,White,4.2,2,Participates in spreading,14,Snapchat,Inactive
16792,34,Male,83,164,Black,6.9,8,Fully converted,71,Snapchat,Pending Review
16793,40,Male,106,153,White,5.3,0,Values nothing,65,WhatsApp,Inactive
16794,67,Male,56,187,Asian,3,10,Some skepticism,11,Facebook,Active
16795,24,Female,84,157,White,1.2,11,Believes everything,26,Instagram,Inactive
16796,59,Female,91,157,Black,9.7,5,Occasional check,74,Facebook,Needs Verification
16797,39,Male,59,177,Hispanic,10.3,8,Some skepticism,72,Snapchat,Active
16798,68,Male,89,193,Mixed,6.1,1,Values nothing,-9,Unknown,Warning Issued
16799,53,Male,71,166,Hispanic,0.4,8,Very Confused,110,WeChat,Suspended
16800,24,Male,114,167,White,1.6,3,Needs Verification,51,Twitter,Error
16801,42,Non-Binary,56,159,Other,2.3,1,Needs Verification,11,Instagram,Pending Review
16802,55,Male,61,194,Hispanic,9.7,1,Needs Verification,83,WhatsApp,Active
16803,57,Male,79,162,Black,9.3,8,Occasional check,9,Facebook,Pending Review
16804,21,Female,84,167,Hispanic,0.4,3,Does not engage,99,WhatsApp,Active
16805,18,Female,101,189,White,3.9,6,Occasional check,48,Twitter,Pending Review
16806,67,Female,102,184,Asian,7.7,10,Completely unaware,60,WhatsApp,Needs Verification
16807,57,Female,63,178,Black,12.4,5,Values nothing,-9,TikTok,Active
16808,39,Non-Binary,90,161,Hispanic,10.2,4,Occasional check,9,Unknown,Pending Review
16809,27,Male,112,193,Black,1.6,8,Fully converted,92,TikTok,Inactive
16810,49,Male,113,171,Asian,7.8,7,Indifferent,13,Twitter,Warning Issued
16811,67,Female,81,181,Mixed,6.8,10,Unknown,113,Twitter,Error
16812,58,Female,101,156,Mixed,13.8,10,Believes everything,99,Twitter,Error
16813,59,Male,90,157,Asian,10.5,5,Does not engage,60,Instagram,Active
16814,70,Non-Binary,103,169,White,12,5,Fully converted,74,TikTok,Active
16815,59,Non-Binary,79,171,Other,8.3,6,Participates in spreading,97,WhatsApp,Error
16816,55,Non-Binary,111,170,White,8.7,5,More fake news than reality,24,Instagram,Pending Review
16817,39,Male,108,167,Black,3.4,4,Very Confused,29,Unknown,Inactive
16818,45,Male,90,170,Other,11.8,3,Completely unaware,55,Twitter,Warning Issued
16819,31,Female,111,152,Asian,13,0,Some skepticism,74,Unknown,Suspended
16820,31,Male,76,156,Black,9,1,Believes everything,36,Facebook,Warning Issued
16821,33,Male,59,161,Black,1.9,0,Occasional check,11,Snapchat,Needs Verification
16822,69,Non-Binary,80,152,Hispanic,4.6,7,Some skepticism,52,TikTok,Inactive
16823,53,Non-Binary,69,194,Hispanic,9.1,11,Believes everything,71,Instagram,Suspended
16824,57,Male,51,171,White,0,7,Some skepticism,42,Unknown,Error
16825,23,Male,106,171,Other,9.6,1,Fully converted,10,Snapchat,Pending Review
16826,19,Male,70,164,Mixed,9.2,4,Occasional check,64,TikTok,Warning Issued
16827,24,Male,94,180,Mixed,5.6,2,Unknown,4,Facebook,Pending Review
16828,39,Non-Binary,112,176,Mixed,11.3,9,Unknown,14,WeChat,Active
16829,19,Non-Binary,105,167,White,11.5,2,Fully converted,114,Twitter,Suspended
16830,35,Female,55,158,Other,6.4,10,Believes everything,57,Unknown,Warning Issued
16831,68,Female,79,158,Hispanic,8.2,1,Unknown,103,Twitter,Warning Issued
16832,31,Non-Binary,60,199,Other,12.6,7,Completely unaware,47,Snapchat,Warning Issued
16833,64,Male,75,186,Mixed,10.6,4,Unknown,66,WeChat,Inactive
16834,30,Male,105,175,Hispanic,13.9,0,Completely unaware,112,Instagram,Active
16835,62,Female,65,191,Hispanic,4.9,6,Unknown,54,Unknown,Warning Issued
16836,48,Female,107,160,White,5.7,9,Needs Verification,12,TikTok,Inactive
16837,66,Female,82,186,Asian,11.8,5,Occasional check,95,TikTok,Error
16838,42,Male,69,158,Hispanic,9.1,2,Some skepticism,5,Snapchat,Pending Review
16839,19,Non-Binary,113,152,Hispanic,3.2,11,Does not engage,84,Snapchat,Pending Review
16840,23,Non-Binary,80,151,White,6.1,5,Values nothing,90,Facebook,Inactive
16841,23,Male,102,194,White,4.4,1,Values nothing,112,Snapchat,Error
16842,45,Male,93,164,White,5.1,5,Very Confused,92,Unknown,Pending Review
16843,46,Male,81,199,Asian,2.5,0,Believes everything,94,TikTok,Error
16844,63,Non-Binary,102,188,White,6.1,7,Does not engage,37,Snapchat,Error
16845,60,Female,116,155,Other,13.1,7,Values nothing,56,Instagram,Inactive
16846,26,Non-Binary,56,175,Other,3.3,3,Unknown,85,Unknown,Suspended
16847,20,Male,58,157,Hispanic,6.7,11,Unknown,114,Unknown,Suspended
16848,42,Non-Binary,82,165,Mixed,13,6,Occasional check,2,Unknown,Inactive
16849,25,Male,76,180,Mixed,4.1,3,Completely unaware,28,WhatsApp,Active
16850,19,Male,109,152,White,7,0,Indifferent,46,Instagram,Active
16851,55,Female,89,174,Mixed,13.4,5,Participates in spreading,49,WhatsApp,Pending Review
16852,37,Female,88,161,Black,8.5,9,Does not engage,104,Instagram,Error
16853,64,Male,69,192,Hispanic,14.3,10,Needs Verification,60,Facebook,Error
16854,61,Male,61,164,Mixed,7.1,0,Values nothing,80,Unknown,Error
16855,53,Male,51,153,White,14.6,4,Needs Verification,115,Twitter,Needs Verification
16856,45,Non-Binary,77,165,White,6.8,5,Some skepticism,113,Twitter,Suspended
16857,42,Non-Binary,72,160,Mixed,3.9,10,Occasional check,96,Instagram,Active
16858,50,Female,118,179,Other,13.2,6,Unknown,8,WeChat,Suspended
16859,44,Non-Binary,100,183,Mixed,6,11,Believes everything,71,Unknown,Pending Review
16860,61,Female,117,165,Black,9.4,6,Indifferent,71,Instagram,Error
16861,26,Non-Binary,77,181,Mixed,9.4,10,Some skepticism,54,WhatsApp,Needs Verification
16862,49,Female,58,181,Mixed,10.6,6,Does not engage,76,Instagram,Warning Issued
16863,33,Female,63,191,Asian,3.9,6,Believes everything,67,Facebook,Error
16864,27,Non-Binary,115,184,Other,7.6,3,Unknown,50,Twitter,Suspended
16865,36,Non-Binary,65,175,Asian,3.5,0,Does not engage,82,Twitter,Active
16866,41,Female,119,182,White,9,4,Needs Verification,74,Instagram,Warning Issued
16867,69,Female,112,157,Asian,7.5,1,Indifferent,114,Facebook,Active
16868,28,Non-Binary,117,155,Black,2.3,0,Completely unaware,9,Twitter,Pending Review
16869,61,Non-Binary,102,152,Other,9.3,6,Values nothing,109,WhatsApp,Suspended
16870,61,Non-Binary,66,191,Black,0.2,2,Fully converted,4,WhatsApp,Inactive
16871,59,Male,99,180,Black,8.4,8,Needs Verification,83,Twitter,Suspended
16872,28,Non-Binary,90,194,Asian,6.6,3,Completely unaware,116,Instagram,Error
16873,28,Female,110,163,Black,1,9,Completely unaware,25,Instagram,Pending Review
16874,46,Female,111,150,Mixed,6.3,1,Some skepticism,17,TikTok,Pending Review
16875,38,Female,115,195,Hispanic,11.5,1,Fully converted,105,Twitter,Error
16876,32,Female,119,191,Other,2.2,9,Participates in spreading,21,Facebook,Suspended
16877,43,Female,50,198,Asian,14.4,1,Some skepticism,71,Unknown,Suspended
16878,61,Male,111,160,Hispanic,10.8,10,More fake news than reality,72,Instagram,Active
16879,42,Non-Binary,98,191,Asian,0.1,9,More fake news than reality,96,Twitter,Warning Issued
16880,38,Non-Binary,59,163,Asian,0.6,3,Fully converted,56,Facebook,Warning Issued
16881,18,Non-Binary,83,199,Mixed,4.7,1,Fully converted,79,Instagram,Pending Review
16882,30,Male,83,169,Other,10.3,0,Fully converted,27,WhatsApp,Inactive
16883,19,Female,68,181,Mixed,5.7,4,Needs Verification,30,TikTok,Suspended
